dep,date_de_passage,sursaud_cl_age_corona,nbre_pass_corona,nbre_pass_tot,nbre_hospit_corona,nbre_pass_corona_h,nbre_pass_corona_f,nbre_pass_tot_h,nbre_pass_tot_f,nbre_hospit_corona_h,nbre_hospit_corona_f,nbre_acte_corona,nbre_acte_tot,nbre_acte_corona_h,nbre_acte_corona_f,nbre_acte_tot_h,nbre_acte_tot_f
971,2020-03-18,0,0,154,0,0,0,76,78,0,0,,,,,,
971,2020-03-18,A,0,41,0,,,,,,,,,,,,
971,2020-03-18,B,0,51,0,,,,,,,,,,,,
971,2020-03-18,C,0,28,0,,,,,,,,,,,,
971,2020-03-18,D,0,16,0,,,,,,,,,,,,
971,2020-03-18,E,0,18,0,,,,,,,,,,,,
972,2020-03-18,0,,,,,,,,,,0,123,0,0,52,71
972,2020-03-18,A,,,,,,,,,,0,28,,,,
972,2020-03-18,B,,,,,,,,,,0,36,,,,
972,2020-03-18,C,,,,,,,,,,0,26,,,,
972,2020-03-18,D,,,,,,,,,,0,10,,,,
972,2020-03-18,E,,,,,,,,,,0,23,,,,
973,2020-03-18,0,1,195,0,1,0,102,93,0,0,,,,,,
973,2020-03-18,A,0,51,0,,,,,,,,,,,,
973,2020-03-18,B,1,86,0,,,,,,,,,,,,
973,2020-03-18,C,0,40,0,,,,,,,,,,,,
973,2020-03-18,D,0,11,0,,,,,,,,,,,,
973,2020-03-18,E,0,7,0,,,,,,,,,,,,
974,2020-03-18,0,0,347,0,0,0,191,156,0,0,,,,,,
974,2020-03-18,A,0,74,0,,,,,,,,,,,,
974,2020-03-18,B,0,112,0,,,,,,,,,,,,
974,2020-03-18,C,0,80,0,,,,,,,,,,,,
974,2020-03-18,D,0,42,0,,,,,,,,,,,,
974,2020-03-18,E,0,39,0,,,,,,,,,,,,
976,2020-03-18,0,4,103,0,2,2,56,47,0,0,,,,,,
976,2020-03-18,A,0,29,0,,,,,,,,,,,,
976,2020-03-18,B,3,39,0,,,,,,,,,,,,
976,2020-03-18,C,1,21,0,,,,,,,,,,,,
976,2020-03-18,D,0,12,0,,,,,,,,,,,,
976,2020-03-18,E,0,2,0,,,,,,,,,,,,
01,2020-03-19,0,8,155,4,4,4,84,71,4,0,,,,,,
01,2020-03-19,A,0,21,0,,,,,,,,,,,,
01,2020-03-19,B,2,50,0,,,,,,,,,,,,
01,2020-03-19,C,3,41,2,,,,,,,,,,,,
01,2020-03-19,D,2,13,2,,,,,,,,,,,,
01,2020-03-19,E,1,30,0,,,,,,,,,,,,
02,2020-03-19,0,21,216,11,14,7,116,100,8,3,23,224,9,14,103,121
02,2020-03-19,A,0,47,0,,,,,,,6,48,,,,
02,2020-03-19,B,6,77,1,,,,,,,8,106,,,,
02,2020-03-19,C,7,43,6,,,,,,,5,34,,,,
02,2020-03-19,D,3,18,3,,,,,,,2,16,,,,
02,2020-03-19,E,5,31,1,,,,,,,0,13,,,,
03,2020-03-19,0,25,106,20,11,14,50,56,8,12,,,,,,
03,2020-03-19,A,0,9,0,,,,,,,,,,,,
03,2020-03-19,B,10,37,7,,,,,,,,,,,,
03,2020-03-19,C,4,25,3,,,,,,,,,,,,
03,2020-03-19,D,3,11,3,,,,,,,,,,,,
03,2020-03-19,E,8,24,7,,,,,,,,,,,,
04,2020-03-19,0,2,109,1,2,0,60,49,1,0,,,,,,
04,2020-03-19,A,0,19,0,,,,,,,,,,,,
04,2020-03-19,B,0,36,0,,,,,,,,,,,,
04,2020-03-19,C,2,28,1,,,,,,,,,,,,
04,2020-03-19,D,0,12,0,,,,,,,,,,,,
04,2020-03-19,E,0,14,0,,,,,,,,,,,,
05,2020-03-19,0,13,104,4,7,6,56,48,2,2,,,,,,
05,2020-03-19,A,0,9,0,,,,,,,,,,,,
05,2020-03-19,B,2,32,0,,,,,,,,,,,,
05,2020-03-19,C,7,30,1,,,,,,,,,,,,
05,2020-03-19,D,1,13,1,,,,,,,,,,,,
05,2020-03-19,E,3,20,2,,,,,,,,,,,,
06,2020-03-19,0,41,482,28,16,25,237,245,12,16,15,168,6,9,61,107
06,2020-03-19,A,2,87,2,,,,,,,1,39,,,,
06,2020-03-19,B,16,159,7,,,,,,,7,69,,,,
06,2020-03-19,C,5,100,4,,,,,,,5,36,,,,
06,2020-03-19,D,9,58,6,,,,,,,1,6,,,,
06,2020-03-19,E,9,78,9,,,,,,,1,18,,,,
07,2020-03-19,0,7,101,0,2,5,42,59,0,0,,,,,,
07,2020-03-19,A,0,5,0,,,,,,,,,,,,
07,2020-03-19,B,5,36,0,,,,,,,,,,,,
07,2020-03-19,C,2,30,0,,,,,,,,,,,,
07,2020-03-19,D,0,16,0,,,,,,,,,,,,
07,2020-03-19,E,0,14,0,,,,,,,,,,,,
08,2020-03-19,0,0,115,0,0,0,58,57,0,0,,,,,,
08,2020-03-19,A,0,23,0,,,,,,,,,,,,
08,2020-03-19,B,0,30,0,,,,,,,,,,,,
08,2020-03-19,C,0,29,0,,,,,,,,,,,,
08,2020-03-19,D,0,7,0,,,,,,,,,,,,
08,2020-03-19,E,0,26,0,,,,,,,,,,,,
09,2020-03-19,0,0,72,0,0,0,34,38,0,0,,,,,,
09,2020-03-19,A,0,13,0,,,,,,,,,,,,
09,2020-03-19,B,0,13,0,,,,,,,,,,,,
09,2020-03-19,C,0,19,0,,,,,,,,,,,,
09,2020-03-19,D,0,10,0,,,,,,,,,,,,
09,2020-03-19,E,0,17,0,,,,,,,,,,,,
10,2020-03-19,0,11,112,3,6,5,59,53,2,1,4,123,2,2,64,59
10,2020-03-19,A,0,20,0,,,,,,,0,33,,,,
10,2020-03-19,B,8,44,0,,,,,,,2,63,,,,
10,2020-03-19,C,0,18,0,,,,,,,2,17,,,,
10,2020-03-19,D,1,9,1,,,,,,,0,3,,,,
10,2020-03-19,E,2,21,2,,,,,,,0,7,,,,
11,2020-03-19,0,15,148,6,9,6,81,67,4,2,,,,,,
11,2020-03-19,A,2,17,0,,,,,,,,,,,,
11,2020-03-19,B,3,52,1,,,,,,,,,,,,
11,2020-03-19,C,6,48,2,,,,,,,,,,,,
11,2020-03-19,D,3,15,2,,,,,,,,,,,,
11,2020-03-19,E,1,16,1,,,,,,,,,,,,
12,2020-03-19,0,0,63,0,0,0,34,29,0,0,,,,,,
12,2020-03-19,A,0,3,0,,,,,,,,,,,,
12,2020-03-19,B,0,17,0,,,,,,,,,,,,
12,2020-03-19,C,0,20,0,,,,,,,,,,,,
12,2020-03-19,D,0,7,0,,,,,,,,,,,,
12,2020-03-19,E,0,16,0,,,,,,,,,,,,
13,2020-03-19,0,33,820,19,15,18,443,377,10,9,26,180,9,17,54,126
13,2020-03-19,A,0,153,0,,,,,,,7,66,,,,
13,2020-03-19,B,14,287,6,,,,,,,17,69,,,,
13,2020-03-19,C,13,200,7,,,,,,,1,27,,,,
13,2020-03-19,D,2,68,2,,,,,,,0,8,,,,
13,2020-03-19,E,4,112,4,,,,,,,1,10,,,,
14,2020-03-19,0,73,301,4,28,45,147,154,3,1,34,211,19,15,84,127
14,2020-03-19,A,1,44,0,,,,,,,7,54,,,,
14,2020-03-19,B,48,115,2,,,,,,,20,109,,,,
14,2020-03-19,C,21,72,2,,,,,,,7,34,,,,
14,2020-03-19,D,3,31,0,,,,,,,0,5,,,,
14,2020-03-19,E,0,39,0,,,,,,,0,9,,,,
15,2020-03-19,0,3,30,1,0,3,12,18,0,1,,,,,,
15,2020-03-19,A,0,4,0,,,,,,,,,,,,
15,2020-03-19,B,1,9,0,,,,,,,,,,,,
15,2020-03-19,C,1,6,0,,,,,,,,,,,,
15,2020-03-19,D,0,2,0,,,,,,,,,,,,
15,2020-03-19,E,1,9,1,,,,,,,,,,,,
16,2020-03-19,0,2,137,1,1,1,76,61,1,0,,,,,,
16,2020-03-19,A,1,15,1,,,,,,,,,,,,
16,2020-03-19,B,0,51,0,,,,,,,,,,,,
16,2020-03-19,C,0,21,0,,,,,,,,,,,,
16,2020-03-19,D,0,16,0,,,,,,,,,,,,
16,2020-03-19,E,1,34,0,,,,,,,,,,,,
17,2020-03-19,0,29,269,5,15,14,139,130,4,1,0,32,0,0,15,17
17,2020-03-19,A,2,36,2,,,,,,,0,8,,,,
17,2020-03-19,B,10,72,1,,,,,,,0,16,,,,
17,2020-03-19,C,6,55,0,,,,,,,0,6,,,,
17,2020-03-19,D,0,41,0,,,,,,,0,1,,,,
17,2020-03-19,E,11,65,2,,,,,,,0,1,,,,
18,2020-03-19,0,20,87,1,5,15,34,53,1,0,1,99,1,0,41,58
18,2020-03-19,A,1,10,0,,,,,,,0,25,,,,
18,2020-03-19,B,8,25,1,,,,,,,0,43,,,,
18,2020-03-19,C,11,32,0,,,,,,,1,22,,,,
18,2020-03-19,D,0,5,0,,,,,,,0,5,,,,
18,2020-03-19,E,0,15,0,,,,,,,0,4,,,,
19,2020-03-19,0,2,99,2,2,0,59,40,2,0,,,,,,
19,2020-03-19,A,0,14,0,,,,,,,,,,,,
19,2020-03-19,B,0,24,0,,,,,,,,,,,,
19,2020-03-19,C,1,24,1,,,,,,,,,,,,
19,2020-03-19,D,0,13,0,,,,,,,,,,,,
19,2020-03-19,E,1,24,1,,,,,,,,,,,,
21,2020-03-19,0,14,157,6,3,11,73,84,1,5,25,70,13,12,30,40
21,2020-03-19,A,0,20,0,,,,,,,3,12,,,,
21,2020-03-19,B,7,55,1,,,,,,,17,38,,,,
21,2020-03-19,C,3,37,1,,,,,,,5,11,,,,
21,2020-03-19,D,1,18,1,,,,,,,0,3,,,,
21,2020-03-19,E,3,27,3,,,,,,,0,6,,,,
22,2020-03-19,0,3,171,2,2,1,84,87,1,1,,,,,,
22,2020-03-19,A,0,26,0,,,,,,,,,,,,
22,2020-03-19,B,0,55,0,,,,,,,,,,,,
22,2020-03-19,C,1,31,0,,,,,,,,,,,,
22,2020-03-19,D,1,19,1,,,,,,,,,,,,
22,2020-03-19,E,1,40,1,,,,,,,,,,,,
23,2020-03-19,0,16,44,0,4,12,22,22,0,0,,,,,,
23,2020-03-19,A,1,3,0,,,,,,,,,,,,
23,2020-03-19,B,6,14,0,,,,,,,,,,,,
23,2020-03-19,C,9,15,0,,,,,,,,,,,,
23,2020-03-19,D,0,7,0,,,,,,,,,,,,
23,2020-03-19,E,0,5,0,,,,,,,,,,,,
24,2020-03-19,0,4,75,4,0,4,31,44,0,4,,,,,,
24,2020-03-19,A,1,4,1,,,,,,,,,,,,
24,2020-03-19,B,0,18,0,,,,,,,,,,,,
24,2020-03-19,C,2,24,2,,,,,,,,,,,,
24,2020-03-19,D,0,8,0,,,,,,,,,,,,
24,2020-03-19,E,1,21,1,,,,,,,,,,,,
25,2020-03-19,0,36,154,11,13,23,82,72,5,6,4,86,1,3,31,55
25,2020-03-19,A,2,28,0,,,,,,,1,18,,,,
25,2020-03-19,B,15,45,3,,,,,,,1,33,,,,
25,2020-03-19,C,13,35,3,,,,,,,1,19,,,,
25,2020-03-19,D,1,17,0,,,,,,,0,6,,,,
25,2020-03-19,E,5,29,5,,,,,,,1,10,,,,
26,2020-03-19,0,19,204,9,10,9,108,96,6,3,,,,,,
26,2020-03-19,A,0,42,0,,,,,,,,,,,,
26,2020-03-19,B,8,63,2,,,,,,,,,,,,
26,2020-03-19,C,2,47,1,,,,,,,,,,,,
26,2020-03-19,D,5,22,2,,,,,,,,,,,,
26,2020-03-19,E,4,30,4,,,,,,,,,,,,
27,2020-03-19,0,3,88,0,3,0,48,40,0,0,,,,,,
27,2020-03-19,A,0,12,0,,,,,,,,,,,,
27,2020-03-19,B,1,46,0,,,,,,,,,,,,
27,2020-03-19,C,2,11,0,,,,,,,,,,,,
27,2020-03-19,D,0,4,0,,,,,,,,,,,,
27,2020-03-19,E,0,15,0,,,,,,,,,,,,
28,2020-03-19,0,8,156,1,3,5,83,73,1,0,,,,,,
28,2020-03-19,A,0,15,0,,,,,,,,,,,,
28,2020-03-19,B,6,60,0,,,,,,,,,,,,
28,2020-03-19,C,0,38,0,,,,,,,,,,,,
28,2020-03-19,D,0,13,0,,,,,,,,,,,,
28,2020-03-19,E,2,30,1,,,,,,,,,,,,
29,2020-03-19,0,2,435,0,1,1,219,216,0,0,10,158,5,5,74,84
29,2020-03-19,A,1,68,0,,,,,,,1,44,,,,
29,2020-03-19,B,1,134,0,,,,,,,6,64,,,,
29,2020-03-19,C,0,109,0,,,,,,,2,34,,,,
29,2020-03-19,D,0,49,0,,,,,,,0,9,,,,
29,2020-03-19,E,0,75,0,,,,,,,1,7,,,,
2A,2020-03-19,0,0,46,0,0,0,27,19,0,0,9,38,5,4,17,21
2A,2020-03-19,A,0,4,0,,,,,,,1,11,,,,
2A,2020-03-19,B,0,14,0,,,,,,,4,18,,,,
2A,2020-03-19,C,0,17,0,,,,,,,3,6,,,,
2A,2020-03-19,D,0,5,0,,,,,,,0,2,,,,
2A,2020-03-19,E,0,6,0,,,,,,,1,1,,,,
2B,2020-03-19,0,39,92,39,18,21,43,49,18,21,,,,,,
2B,2020-03-19,A,8,15,8,,,,,,,,,,,,
2B,2020-03-19,B,14,28,14,,,,,,,,,,,,
2B,2020-03-19,C,12,24,12,,,,,,,,,,,,
2B,2020-03-19,D,2,9,2,,,,,,,,,,,,
2B,2020-03-19,E,3,16,3,,,,,,,,,,,,
30,2020-03-19,0,2,254,0,2,0,126,128,0,0,3,55,1,2,23,32
30,2020-03-19,A,0,44,0,,,,,,,0,11,,,,
30,2020-03-19,B,2,88,0,,,,,,,2,23,,,,
30,2020-03-19,C,0,49,0,,,,,,,1,10,,,,
30,2020-03-19,D,0,26,0,,,,,,,0,6,,,,
30,2020-03-19,E,0,47,0,,,,,,,0,5,,,,
31,2020-03-19,0,28,398,12,14,14,201,197,8,4,21,109,12,9,43,66
31,2020-03-19,A,21,62,7,,,,,,,4,24,,,,
31,2020-03-19,B,4,146,2,,,,,,,12,52,,,,
31,2020-03-19,C,1,87,1,,,,,,,2,13,,,,
31,2020-03-19,D,0,33,0,,,,,,,0,12,,,,
31,2020-03-19,E,2,70,2,,,,,,,3,8,,,,
32,2020-03-19,0,2,49,1,0,2,18,31,0,1,,,,,,
32,2020-03-19,A,0,7,0,,,,,,,,,,,,
32,2020-03-19,B,1,16,0,,,,,,,,,,,,
32,2020-03-19,C,1,14,1,,,,,,,,,,,,
32,2020-03-19,D,0,1,0,,,,,,,,,,,,
32,2020-03-19,E,0,11,0,,,,,,,,,,,,
33,2020-03-19,0,46,549,16,23,23,267,282,10,6,114,729,45,69,305,424
33,2020-03-19,A,1,95,0,,,,,,,15,176,,,,
33,2020-03-19,B,19,192,2,,,,,,,70,336,,,,
33,2020-03-19,C,15,115,5,,,,,,,20,115,,,,
33,2020-03-19,D,4,51,2,,,,,,,5,46,,,,
33,2020-03-19,E,7,96,7,,,,,,,4,55,,,,
34,2020-03-19,0,29,457,12,14,15,209,248,7,5,16,91,5,11,38,53
34,2020-03-19,A,0,76,0,,,,,,,6,34,,,,
34,2020-03-19,B,10,156,0,,,,,,,10,42,,,,
34,2020-03-19,C,4,105,2,,,,,,,0,10,,,,
34,2020-03-19,D,3,43,2,,,,,,,0,4,,,,
34,2020-03-19,E,12,77,8,,,,,,,0,1,,,,
35,2020-03-19,0,23,354,14,7,16,173,181,5,9,11,137,6,5,58,79
35,2020-03-19,A,0,75,0,,,,,,,5,31,,,,
35,2020-03-19,B,12,124,5,,,,,,,3,64,,,,
35,2020-03-19,C,4,64,2,,,,,,,2,24,,,,
35,2020-03-19,D,3,42,3,,,,,,,0,6,,,,
35,2020-03-19,E,4,49,4,,,,,,,1,12,,,,
36,2020-03-19,0,0,83,0,0,0,38,45,0,0,,,,,,
36,2020-03-19,A,0,15,0,,,,,,,,,,,,
36,2020-03-19,B,0,19,0,,,,,,,,,,,,
36,2020-03-19,C,0,17,0,,,,,,,,,,,,
36,2020-03-19,D,0,14,0,,,,,,,,,,,,
36,2020-03-19,E,0,18,0,,,,,,,,,,,,
37,2020-03-19,0,11,189,10,7,4,101,88,7,3,12,94,6,6,40,54
37,2020-03-19,A,0,60,0,,,,,,,0,16,,,,
37,2020-03-19,B,3,52,2,,,,,,,11,59,,,,
37,2020-03-19,C,2,36,2,,,,,,,1,9,,,,
37,2020-03-19,D,3,17,3,,,,,,,0,5,,,,
37,2020-03-19,E,3,24,3,,,,,,,0,5,,,,
38,2020-03-19,0,1,459,1,1,0,246,213,1,0,25,122,12,13,50,72
38,2020-03-19,A,0,90,0,,,,,,,4,24,,,,
38,2020-03-19,B,0,146,0,,,,,,,12,54,,,,
38,2020-03-19,C,0,92,0,,,,,,,5,22,,,,
38,2020-03-19,D,0,46,0,,,,,,,1,8,,,,
38,2020-03-19,E,1,85,1,,,,,,,3,14,,,,
39,2020-03-19,0,7,105,2,4,3,47,58,0,2,,,,,,
39,2020-03-19,A,0,4,0,,,,,,,,,,,,
39,2020-03-19,B,4,48,1,,,,,,,,,,,,
39,2020-03-19,C,2,22,1,,,,,,,,,,,,
39,2020-03-19,D,0,10,0,,,,,,,,,,,,
39,2020-03-19,E,1,21,0,,,,,,,,,,,,
40,2020-03-19,0,8,110,5,5,3,60,50,4,1,,,,,,
40,2020-03-19,A,2,22,1,,,,,,,,,,,,
40,2020-03-19,B,3,28,1,,,,,,,,,,,,
40,2020-03-19,C,2,33,2,,,,,,,,,,,,
40,2020-03-19,D,0,6,0,,,,,,,,,,,,
40,2020-03-19,E,1,21,1,,,,,,,,,,,,
41,2020-03-19,0,0,132,0,0,0,67,65,0,0,,,,,,
41,2020-03-19,A,0,18,0,,,,,,,,,,,,
41,2020-03-19,B,0,47,0,,,,,,,,,,,,
41,2020-03-19,C,0,36,0,,,,,,,,,,,,
41,2020-03-19,D,0,8,0,,,,,,,,,,,,
41,2020-03-19,E,0,23,0,,,,,,,,,,,,
42,2020-03-19,0,13,379,11,7,6,202,177,7,4,2,71,1,1,31,39
42,2020-03-19,A,0,52,0,,,,,,,0,15,,,,
42,2020-03-19,B,0,134,0,,,,,,,2,33,,,,
42,2020-03-19,C,1,87,1,,,,,,,0,13,,,,
42,2020-03-19,D,5,34,3,,,,,,,0,3,,,,
42,2020-03-19,E,7,72,7,,,,,,,0,7,,,,
43,2020-03-19,0,0,8,0,0,0,3,5,0,0,,,,,,
43,2020-03-19,A,0,2,0,,,,,,,,,,,,
43,2020-03-19,B,0,3,0,,,,,,,,,,,,
43,2020-03-19,C,,,,,,,,,,,,,,,
43,2020-03-19,D,0,2,0,,,,,,,,,,,,
43,2020-03-19,E,0,1,0,,,,,,,,,,,,
44,2020-03-19,0,20,310,11,10,10,163,147,5,6,71,462,30,41,216,246
44,2020-03-19,A,0,57,0,,,,,,,19,128,,,,
44,2020-03-19,B,2,104,1,,,,,,,28,185,,,,
44,2020-03-19,C,8,66,4,,,,,,,13,66,,,,
44,2020-03-19,D,8,39,4,,,,,,,6,31,,,,
44,2020-03-19,E,2,44,2,,,,,,,5,50,,,,
45,2020-03-19,0,1,189,1,1,0,95,94,1,0,4,37,1,3,19,18
45,2020-03-19,A,0,28,0,,,,,,,0,8,,,,
45,2020-03-19,B,0,80,0,,,,,,,2,18,,,,
45,2020-03-19,C,1,29,1,,,,,,,2,5,,,,
45,2020-03-19,D,0,22,0,,,,,,,0,1,,,,
45,2020-03-19,E,0,30,0,,,,,,,0,4,,,,
46,2020-03-19,0,0,67,0,0,0,30,37,0,0,,,,,,
46,2020-03-19,A,0,10,0,,,,,,,,,,,,
46,2020-03-19,B,0,13,0,,,,,,,,,,,,
46,2020-03-19,C,0,18,0,,,,,,,,,,,,
46,2020-03-19,D,0,8,0,,,,,,,,,,,,
46,2020-03-19,E,0,18,0,,,,,,,,,,,,
47,2020-03-19,0,36,140,4,8,28,59,81,1,3,,,,,,
47,2020-03-19,A,1,13,0,,,,,,,,,,,,
47,2020-03-19,B,18,65,0,,,,,,,,,,,,
47,2020-03-19,C,12,30,0,,,,,,,,,,,,
47,2020-03-19,D,1,9,1,,,,,,,,,,,,
47,2020-03-19,E,4,23,3,,,,,,,,,,,,
48,2020-03-19,0,1,18,0,1,0,7,11,0,0,,,,,,
48,2020-03-19,A,0,4,0,,,,,,,,,,,,
48,2020-03-19,B,0,5,0,,,,,,,,,,,,
48,2020-03-19,C,1,4,0,,,,,,,,,,,,
48,2020-03-19,D,,,,,,,,,,,,,,,
48,2020-03-19,E,0,5,0,,,,,,,,,,,,
49,2020-03-19,0,23,235,3,6,17,116,119,1,2,,,,,,
49,2020-03-19,A,0,53,0,,,,,,,,,,,,
49,2020-03-19,B,11,88,1,,,,,,,,,,,,
49,2020-03-19,C,6,44,1,,,,,,,,,,,,
49,2020-03-19,D,2,19,0,,,,,,,,,,,,
49,2020-03-19,E,4,31,1,,,,,,,,,,,,
50,2020-03-19,0,4,186,3,2,2,99,87,2,1,12,94,4,8,43,51
50,2020-03-19,A,0,35,0,,,,,,,2,23,,,,
50,2020-03-19,B,0,58,0,,,,,,,3,33,,,,
50,2020-03-19,C,3,43,2,,,,,,,5,22,,,,
50,2020-03-19,D,1,18,1,,,,,,,1,7,,,,
50,2020-03-19,E,0,32,0,,,,,,,1,9,,,,
51,2020-03-19,0,14,164,9,7,7,82,82,5,4,4,25,3,1,16,9
51,2020-03-19,A,0,23,0,,,,,,,1,10,,,,
51,2020-03-19,B,2,53,0,,,,,,,3,10,,,,
51,2020-03-19,C,5,37,3,,,,,,,0,3,,,,
51,2020-03-19,D,2,20,1,,,,,,,0,1,,,,
51,2020-03-19,E,5,31,5,,,,,,,0,1,,,,
52,2020-03-19,0,16,83,1,8,8,44,39,1,0,,,,,,
52,2020-03-19,A,0,13,0,,,,,,,,,,,,
52,2020-03-19,B,6,26,0,,,,,,,,,,,,
52,2020-03-19,C,8,28,0,,,,,,,,,,,,
52,2020-03-19,D,1,5,0,,,,,,,,,,,,
52,2020-03-19,E,1,11,1,,,,,,,,,,,,
53,2020-03-19,0,0,36,0,0,0,18,18,0,0,,,,,,
53,2020-03-19,A,0,3,0,,,,,,,,,,,,
53,2020-03-19,B,0,10,0,,,,,,,,,,,,
53,2020-03-19,C,0,11,0,,,,,,,,,,,,
53,2020-03-19,D,0,2,0,,,,,,,,,,,,
53,2020-03-19,E,0,10,0,,,,,,,,,,,,
54,2020-03-19,0,23,265,9,11,12,151,114,5,4,8,129,5,3,57,72
54,2020-03-19,A,2,52,1,,,,,,,0,29,,,,
54,2020-03-19,B,8,74,1,,,,,,,3,54,,,,
54,2020-03-19,C,9,56,4,,,,,,,2,24,,,,
54,2020-03-19,D,1,37,0,,,,,,,3,13,,,,
54,2020-03-19,E,3,46,3,,,,,,,0,9,,,,
55,2020-03-19,0,0,85,0,0,0,46,39,0,0,,,,,,
55,2020-03-19,A,0,8,0,,,,,,,,,,,,
55,2020-03-19,B,0,28,0,,,,,,,,,,,,
55,2020-03-19,C,0,22,0,,,,,,,,,,,,
55,2020-03-19,D,0,9,0,,,,,,,,,,,,
55,2020-03-19,E,0,18,0,,,,,,,,,,,,
56,2020-03-19,0,52,314,9,22,30,145,169,5,4,1,75,1,0,30,45
56,2020-03-19,A,4,26,0,,,,,,,0,17,,,,
56,2020-03-19,B,17,88,1,,,,,,,1,30,,,,
56,2020-03-19,C,14,90,1,,,,,,,0,19,,,,
56,2020-03-19,D,8,42,2,,,,,,,0,3,,,,
56,2020-03-19,E,9,68,5,,,,,,,0,6,,,,
57,2020-03-19,0,43,456,28,22,21,230,226,17,11,,,,,,
57,2020-03-19,A,0,64,0,,,,,,,,,,,,
57,2020-03-19,B,12,137,4,,,,,,,,,,,,
57,2020-03-19,C,22,112,16,,,,,,,,,,,,
57,2020-03-19,D,5,61,4,,,,,,,,,,,,
57,2020-03-19,E,4,82,4,,,,,,,,,,,,
58,2020-03-19,0,9,104,6,4,5,62,42,2,4,,,,,,
58,2020-03-19,A,2,18,1,,,,,,,,,,,,
58,2020-03-19,B,0,18,0,,,,,,,,,,,,
58,2020-03-19,C,4,28,3,,,,,,,,,,,,
58,2020-03-19,D,0,12,0,,,,,,,,,,,,
58,2020-03-19,E,3,28,2,,,,,,,,,,,,
59,2020-03-19,0,74,876,19,34,40,452,424,13,6,37,356,14,23,170,186
59,2020-03-19,A,15,211,0,,,,,,,6,118,,,,
59,2020-03-19,B,27,318,3,,,,,,,25,175,,,,
59,2020-03-19,C,14,146,3,,,,,,,4,36,,,,
59,2020-03-19,D,7,67,5,,,,,,,1,12,,,,
59,2020-03-19,E,11,134,8,,,,,,,1,14,,,,
60,2020-03-19,0,0,135,0,0,0,69,66,0,0,,,,,,
60,2020-03-19,A,0,9,0,,,,,,,,,,,,
60,2020-03-19,B,0,59,0,,,,,,,,,,,,
60,2020-03-19,C,0,33,0,,,,,,,,,,,,
60,2020-03-19,D,0,13,0,,,,,,,,,,,,
60,2020-03-19,E,0,21,0,,,,,,,,,,,,
61,2020-03-19,0,2,141,0,0,2,76,65,0,0,,,,,,
61,2020-03-19,A,1,19,0,,,,,,,,,,,,
61,2020-03-19,B,0,45,0,,,,,,,,,,,,
61,2020-03-19,C,1,27,0,,,,,,,,,,,,
61,2020-03-19,D,0,17,0,,,,,,,,,,,,
61,2020-03-19,E,0,33,0,,,,,,,,,,,,
62,2020-03-19,0,11,237,2,2,9,136,101,1,1,,,,,,
62,2020-03-19,A,6,40,0,,,,,,,,,,,,
62,2020-03-19,B,2,82,0,,,,,,,,,,,,
62,2020-03-19,C,1,44,0,,,,,,,,,,,,
62,2020-03-19,D,1,33,1,,,,,,,,,,,,
62,2020-03-19,E,1,38,1,,,,,,,,,,,,
63,2020-03-19,0,2,91,1,1,1,51,40,1,0,5,68,2,3,26,42
63,2020-03-19,A,0,27,0,,,,,,,0,20,,,,
63,2020-03-19,B,2,31,1,,,,,,,4,25,,,,
63,2020-03-19,C,0,18,0,,,,,,,1,15,,,,
63,2020-03-19,D,0,3,0,,,,,,,0,5,,,,
63,2020-03-19,E,0,12,0,,,,,,,0,3,,,,
64,2020-03-19,0,6,221,4,3,3,122,99,2,2,43,259,17,26,102,157
64,2020-03-19,A,0,48,0,,,,,,,9,62,,,,
64,2020-03-19,B,2,53,2,,,,,,,22,111,,,,
64,2020-03-19,C,4,45,2,,,,,,,11,45,,,,
64,2020-03-19,D,0,18,0,,,,,,,1,15,,,,
64,2020-03-19,E,0,57,0,,,,,,,0,26,,,,
65,2020-03-19,0,0,46,0,0,0,24,22,0,0,,,,,,
65,2020-03-19,A,0,3,0,,,,,,,,,,,,
65,2020-03-19,B,0,15,0,,,,,,,,,,,,
65,2020-03-19,C,0,17,0,,,,,,,,,,,,
65,2020-03-19,D,0,3,0,,,,,,,,,,,,
65,2020-03-19,E,0,8,0,,,,,,,,,,,,
66,2020-03-19,0,7,176,2,3,4,89,87,1,1,8,92,3,5,38,54
66,2020-03-19,A,0,29,0,,,,,,,3,32,,,,
66,2020-03-19,B,2,55,0,,,,,,,3,37,,,,
66,2020-03-19,C,4,41,1,,,,,,,1,16,,,,
66,2020-03-19,D,0,20,0,,,,,,,1,2,,,,
66,2020-03-19,E,1,31,1,,,,,,,0,5,,,,
67,2020-03-19,0,45,278,27,21,24,128,150,15,12,29,364,20,9,169,195
67,2020-03-19,A,1,46,1,,,,,,,2,74,,,,
67,2020-03-19,B,14,73,3,,,,,,,16,171,,,,
67,2020-03-19,C,20,79,14,,,,,,,4,67,,,,
67,2020-03-19,D,5,34,4,,,,,,,3,20,,,,
67,2020-03-19,E,5,46,5,,,,,,,4,31,,,,
68,2020-03-19,0,69,291,48,43,26,166,125,34,14,34,116,17,17,52,63
68,2020-03-19,A,0,42,0,,,,,,,1,19,,,,
68,2020-03-19,B,8,75,0,,,,,,,25,59,,,,
68,2020-03-19,C,18,70,9,,,,,,,5,19,,,,
68,2020-03-19,D,22,49,20,,,,,,,1,5,,,,
